frame,angry,disgust,fear,happy,neutral,sad,surprise
0,0.8516183122992516,0.05019066156819463,3.0477093532681465,0.2197224646806717,89.38192129135132,6.3819266855716705,0.06691277958452702
1,1.5895746648311615,0.09546842775307596,2.6740295812487602,0.5394645500928164,85.13213396072388,9.945183247327805,0.024146372743416578
2,1.537253987044096,0.0581771950237453,5.888766422867775,0.27946780901402235,69.32761073112488,22.86219149827957,0.04653600917663425
3,3.4463070333004,0.13696165988221765,5.7609133422374725,0.703353388234973,78.44151854515076,11.47887334227562,0.03208253183402121
4,0.9233660995960236,0.10020296322181821,1.759319193661213,0.14635090483352542,95.61639428138733,1.4263106510043144,0.02805041440296918
5,2.4920493364334106,0.2682446734979749,10.634498298168182,0.3356158500537276,35.6884241104126,50.55546760559082,0.025698362151160836
6,0.8200610056519508,0.1782772014848888,33.2342654466629,0.2824371447786689,2.9722830280661583,62.48246431350708,0.0302031054161489
7,12.264982610940933,0.16056244494393468,2.62487530708313,0.22809177171438932,29.699382185935974,54.98797297477722,0.03413278027437627
8,2.51110028475523,0.08118328405544162,0.8303672075271606,0.21128300577402115,86.61471009254456,9.728629887104034,0.02272470446769148
9,5.577631294727325,0.13504786184057593,2.3657821118831635,0.32217998523265123,34.352436661720276,57.219988107681274,0.026944183628074825
